0.668, 0.675, 0.780, 8.565
0.671, 0.653, 0.797, 9.853
0.668, 0.655, 0.804, 8.746
0.684, 0.669, 0.799, 8.912
0.686, 0.673, 0.806, 8.639
0.669, 0.679, 0.791, 8.534
0.669, 0.653, 0.792, 8.260
0.698, 0.666, 0.780, 7.903
0.678, 0.657, 0.810, 9.012
0.670, 0.667, 0.795, 9.559
0.669, 0.667, 0.813, 8.970
0.678, 0.686, 0.793, 8.756
0.690, 0.670, 0.803, 9.514
0.681, 0.673, 0.822, 8.782
0.681, 0.675, 0.801, 9.417
0.662, 0.684, 0.803, 8.042
0.687, 0.674, 0.782, 9.784
0.685, 0.687, 0.782, 8.971
0.665, 0.660, 0.784, 8.790
0.668, 0.675, 0.798, 8.328
0.682, 0.662, 0.820, 8.383
0.678, 0.648, 0.792, 9.625
0.651, 0.681, 0.790, 8.282
0.680, 0.672, 0.791, 8.463
0.685, 0.690, 0.808, 9.351
0.659, 0.665, 0.794, 9.279
0.682, 0.671, 0.780, 8.514
0.701, 0.652, 0.789, 7.916
0.668, 0.662, 0.794, 9.017
0.681, 0.671, 0.800, 9.018
0.665, 0.669, 0.803, 8.736
0.688, 0.668, 0.786, 8.400
0.675, 0.664, 0.807, 8.115
0.687, 0.676, 0.799, 9.095
0.668, 0.662, 0.795, 8.839
0.647, 0.661, 0.800, 9.097
0.658, 0.654, 0.784, 8.318
0.669, 0.669, 0.800, 8.775
0.657, 0.672, 0.783, 8.193
0.683, 0.665, 0.796, 8.411
0.693, 0.653, 0.798, 8.316
0.674, 0.674, 0.780, 8.786
0.664, 0.664, 0.807, 8.820
0.661, 0.667, 0.808, 9.518
0.679, 0.673, 0.781, 8.096
0.662, 0.664, 0.802, 8.207
0.661, 0.669, 0.799, 8.450
0.663, 0.672, 0.800, 9.241
0.666, 0.688, 0.792, 9.324
0.670, 0.691, 0.794, 8.646
0.681, 0.658, 0.794, 8.249
0.693, 0.665, 0.822, 9.153
0.675, 0.666, 0.799, 8.695
0.666, 0.652, 0.794, 8.836
0.673, 0.667, 0.798, 8.747
0.670, 0.651, 0.794, 8.851
0.700, 0.668, 0.788, 7.829
0.671, 0.684, 0.785, 8.660
0.651, 0.667, 0.804, 8.293
0.663, 0.678, 0.800, 9.097
0.673, 0.668, 0.777, 8.597
0.676, 0.674, 0.800, 8.655
0.648, 0.666, 0.794, 8.658
0.669, 0.649, 0.803, 9.433
0.677, 0.660, 0.823, 8.963
0.669, 0.672, 0.808, 8.506
0.671, 0.671, 0.792, 9.451
0.679, 0.673, 0.807, 8.111
0.681, 0.688, 0.785, 8.892
0.676, 0.654, 0.809, 8.259
0.673, 0.670, 0.794, 7.845
0.679, 0.678, 0.806, 9.196
0.681, 0.683, 0.798, 9.423
0.658, 0.663, 0.788, 8.647
0.665, 0.682, 0.805, 7.910
0.671, 0.669, 0.787, 9.004
0.680, 0.673, 0.789, 8.308
0.686, 0.687, 0.804, 8.711
0.681, 0.669, 0.798, 7.770
0.687, 0.684, 0.797, 9.270
0.676, 0.668, 0.790, 8.353
0.672, 0.657, 0.785, 9.523
0.683, 0.639, 0.801, 9.264
0.676, 0.656, 0.787, 9.394
0.672, 0.662, 0.807, 7.646
0.685, 0.666, 0.797, 8.509
0.669, 0.657, 0.791, 7.939
0.679, 0.656, 0.796, 7.567
0.679, 0.657, 0.781, 9.177
0.668, 0.681, 0.809, 7.516
0.669, 0.648, 0.797, 9.673
0.691, 0.687, 0.788, 9.468
